,match_number,match_team1,match_team2,match_team1_goals,match_team2_goals,match_time,match_nature
0,16648,Bulgaria,Belarus,0,1,26 Feb 2020,Friendly International
0,16647,Uzbekistan,Belarus,0,1,23 Feb 2020,Friendly International
0,16646,El Salvador,Iceland,0,1,19 Jan 2020,Friendly International
0,16645,Canada,Iceland,0,1,15 Jan 2020,Friendly International
0,16644,Kosovo,Sweden,0,1,12 Jan 2020,Friendly International
0,16643,Moldova,Sweden,0,1,09 Jan 2020,Friendly International
0,16642,Germany,Northern Ireland,6,1,19 Nov 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16641,Netherlands,Estonia,5,0,19 Nov 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16640,Wales,Hungary,2,0,19 Nov 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16639,Slovakia,Azerbaijan,2,0,19 Nov 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16638,Poland,Slovenia,3,2,19 Nov 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16637,Latvia,Austria,1,0,19 Nov 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16636,North Macedonia,Israel,1,0,19 Nov 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16635,Belgium,Cyprus,6,1,19 Nov 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16634,San Marino,Russia,0,5,19 Nov 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16633,Scotland,Kazakhstan,3,1,19 Nov 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16632,Montenegro,Belarus,2,0,19 Nov 2019,Friendly International
0,16631,Croatia,Georgia,2,1,19 Nov 2019,Friendly International
0,16630,Gibraltar,Switzerland,1,6,18 Nov 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16629,Rep. of Ireland,Denmark,1,1,18 Nov 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16628,Spain,Romania,5,0,18 Nov 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16627,Sweden,Faroe Islands,3,0,18 Nov 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16626,Malta,Norway,1,2,18 Nov 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16625,Italy,Armenia,9,1,18 Nov 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16624,Liechtenstein,Bosnia & Herzegovina,0,3,18 Nov 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16623,Greece,Finland,2,1,18 Nov 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16622,Albania,France,0,2,17 Nov 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16621,Moldova,Iceland,1,2,17 Nov 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16620,Andorra,Turkey,0,2,17 Nov 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16619,Kosovo,England,0,4,17 Nov 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16618,Bulgaria,Czech Republic,1,0,17 Nov 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16617,Luxembourg,Portugal,0,2,17 Nov 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16616,Serbia,Ukraine,2,2,17 Nov 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16615,Lithuania,New Zealand,1,0,17 Nov 2019,Friendly International
0,16614,Germany,Belarus,4,0,16 Nov 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16613,Northern Ireland,Netherlands,0,0,16 Nov 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16612,Croatia,Slovakia,3,1,16 Nov 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16611,Israel,Poland,1,2,16 Nov 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16610,Austria,North Macedonia,2,1,16 Nov 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16609,Azerbaijan,Wales,0,2,16 Nov 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16608,Slovenia,Latvia,1,0,16 Nov 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16607,Russia,Belgium,1,4,16 Nov 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16606,San Marino,Kazakhstan,1,3,16 Nov 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16605,Cyprus,Scotland,1,2,16 Nov 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16604,Switzerland,Georgia,1,0,15 Nov 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16603,Denmark,Gibraltar,6,0,15 Nov 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16602,Spain,Malta,7,0,15 Nov 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16601,Romania,Sweden,0,2,15 Nov 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16600,Bosnia & Herzegovina,Italy,0,3,15 Nov 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16599,Hungary,Uruguay,1,2,15 Nov 2019,Friendly International
0,16598,Finland,Liechtenstein,3,0,15 Nov 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16597,Armenia,Greece,0,1,15 Nov 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16596,Norway,Faroe Islands,4,0,15 Nov 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16595,England,Montenegro,7,0,14 Nov 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16594,Czech Republic,Kosovo,2,1,14 Nov 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16593,Portugal,Lithuania,6,0,14 Nov 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16592,Serbia,Luxembourg,3,2,14 Nov 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16591,France,Moldova,2,1,14 Nov 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16590,Albania,Andorra,2,2,14 Nov 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16589,Rep. of Ireland,New Zealand,3,1,14 Nov 2019,Friendly International
0,16588,Ukraine,Estonia,1,0,14 Nov 2019,Friendly International
0,16587,Bulgaria,Paraguay,0,1,14 Nov 2019,Friendly International
0,16586,Turkey,Iceland,0,0,14 Nov 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16585,Switzerland,Rep. of Ireland,2,0,15 Oct 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16584,Gibraltar,Georgia,2,3,15 Oct 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16583,Sweden,Spain,1,1,15 Oct 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16582,Romania,Norway,1,1,15 Oct 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16581,Faroe Islands,Malta,1,0,15 Oct 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16580,Israel,Latvia,3,1,15 Oct 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16579,Liechtenstein,Italy,0,5,15 Oct 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16578,Greece,Bosnia & Herzegovina,2,1,15 Oct 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16577,Denmark,Luxembourg,4,0,15 Oct 2019,Friendly International
0,16576,Finland,Armenia,3,0,15 Oct 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16575,Bulgaria,England,0,6,14 Oct 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16574,Kosovo,Montenegro,2,0,14 Oct 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16573,Ukraine,Portugal,2,1,14 Oct 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16572,Lithuania,Serbia,1,2,14 Oct 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16571,France,Turkey,1,1,14 Oct 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16570,Iceland,Andorra,2,0,14 Oct 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16569,Moldova,Albania,0,4,14 Oct 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16568,Czech Republic,Northern Ireland,2,3,14 Oct 2019,Friendly International
0,16567,Poland,North Macedonia,2,0,13 Oct 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16566,Estonia,Germany,0,3,13 Oct 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16565,Wales,Croatia,1,1,13 Oct 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16564,Slovenia,Austria,0,1,13 Oct 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16563,Slovakia,Paraguay,1,1,13 Oct 2019,Friendly International
0,16562,Belarus,Netherlands,1,2,13 Oct 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16561,Hungary,Azerbaijan,1,0,13 Oct 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16560,Scotland,San Marino,6,0,13 Oct 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16559,Cyprus,Russia,0,5,13 Oct 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16558,Kazakhstan,Belgium,0,2,13 Oct 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16557,Malta,Sweden,0,4,12 Oct 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16556,Liechtenstein,Armenia,1,1,12 Oct 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16555,Norway,Spain,1,1,12 Oct 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16554,Italy,Greece,2,0,12 Oct 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16553,Denmark,Switzerland,1,0,12 Oct 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16552,Bosnia & Herzegovina,Finland,4,1,12 Oct 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16551,Faroe Islands,Romania,0,3,12 Oct 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16550,Georgia,Rep. of Ireland,0,0,12 Oct 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16549,Czech Republic,England,2,1,11 Oct 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16548,Montenegro,Bulgaria,0,0,11 Oct 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16547,Portugal,Luxembourg,3,0,11 Oct 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16546,Ukraine,Lithuania,2,0,11 Oct 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16545,Iceland,France,0,1,11 Oct 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16544,Turkey,Albania,1,0,11 Oct 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16543,Andorra,Moldova,1,0,11 Oct 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16542,Netherlands,Northern Ireland,3,1,10 Oct 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16541,Croatia,Hungary,3,0,10 Oct 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16540,Slovakia,Wales,1,1,10 Oct 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16539,Latvia,Poland,0,3,10 Oct 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16538,Austria,Israel,3,1,10 Oct 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16537,North Macedonia,Slovenia,2,1,10 Oct 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16536,Belgium,San Marino,9,0,10 Oct 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16535,Russia,Scotland,4,0,10 Oct 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16534,Serbia,Paraguay,1,0,10 Oct 2019,Friendly International
0,16533,Belarus,Estonia,0,0,10 Oct 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16532,Kosovo,Gibraltar,1,0,10 Oct 2019,Friendly International
0,16531,Kazakhstan,Cyprus,1,2,10 Oct 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16530,Germany,Argentina,2,2,09 Oct 2019,Friendly International
0,16529,Bahrain,Azerbaijan,2,3,09 Oct 2019,Friendly International
0,16528,England,Kosovo,5,3,10 Sep 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16527,Montenegro,Czech Republic,0,3,10 Sep 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16526,Lithuania,Portugal,1,5,10 Sep 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16525,Luxembourg,Serbia,1,3,10 Sep 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16524,France,Andorra,3,0,10 Sep 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16523,Albania,Iceland,4,2,10 Sep 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16522,Moldova,Turkey,0,4,10 Sep 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16521,Rep. of Ireland,Bulgaria,3,1,10 Sep 2019,Friendly International
0,16520,Ukraine,Nigeria,2,2,10 Sep 2019,Friendly International
0,16519,Northern Ireland,Germany,0,2,09 Sep 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16518,Estonia,Netherlands,0,4,09 Sep 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16517,Hungary,Slovakia,1,2,09 Sep 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16516,Poland,Austria,0,0,09 Sep 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16515,Slovenia,Israel,3,2,09 Sep 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16514,Latvia,North Macedonia,0,2,09 Sep 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16513,Scotland,Belgium,0,4,09 Sep 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16512,Russia,Kazakhstan,1,0,09 Sep 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16511,San Marino,Cyprus,0,4,09 Sep 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16510,Wales,Belarus,1,0,09 Sep 2019,Friendly International
0,16509,Azerbaijan,Croatia,1,1,09 Sep 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16508,Spain,Faroe Islands,4,0,08 Sep 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16507,Sweden,Norway,1,1,08 Sep 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16506,Finland,Italy,1,2,08 Sep 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16505,Greece,Liechtenstein,1,1,08 Sep 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16504,Switzerland,Gibraltar,4,0,08 Sep 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16503,Georgia,Denmark,0,0,08 Sep 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16502,Romania,Malta,1,0,08 Sep 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16501,Armenia,Bosnia & Herzegovina,4,2,08 Sep 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16500,Serbia,Portugal,2,4,07 Sep 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16499,France,Albania,4,1,07 Sep 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16498,Turkey,Andorra,1,0,07 Sep 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16497,England,Bulgaria,4,0,07 Sep 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16496,Lithuania,Ukraine,0,3,07 Sep 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16495,Iceland,Moldova,3,0,07 Sep 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16494,Kosovo,Czech Republic,2,1,07 Sep 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16493,Germany,Netherlands,2,4,06 Sep 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16492,Slovakia,Croatia,0,4,06 Sep 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16491,Wales,Azerbaijan,2,1,06 Sep 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16490,Slovenia,Poland,2,0,06 Sep 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16489,Austria,Latvia,6,0,06 Sep 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16488,San Marino,Belgium,0,4,06 Sep 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16487,Scotland,Russia,1,2,06 Sep 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16486,Estonia,Belarus,1,2,06 Sep 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16485,Cyprus,Kazakhstan,1,1,06 Sep 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16484,Rep. of Ireland,Switzerland,1,1,05 Sep 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16483,Gibraltar,Denmark,0,6,05 Sep 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16482,Romania,Spain,1,2,05 Sep 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16481,Norway,Malta,2,0,05 Sep 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16480,Faroe Islands,Sweden,0,4,05 Sep 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16479,Israel,North Macedonia,1,1,05 Sep 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16478,Bosnia & Herzegovina,Liechtenstein,5,0,05 Sep 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16477,Finland,Greece,1,0,05 Sep 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16476,Northern Ireland,Luxembourg,1,0,05 Sep 2019,Friendly International
0,16475,Montenegro,Hungary,2,1,05 Sep 2019,Friendly International
0,16474,Armenia,Italy,1,3,05 Sep 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16473,South Korea,Georgia,2,2,05 Sep 2019,Friendly International
0,16472,Germany,Estonia,8,0,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16471,Belarus,Northern Ireland,0,1,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16470,Hungary,Wales,1,0,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16469,Andorra,France,0,4,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16468,Iceland,Turkey,2,1,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16467,Albania,Moldova,2,0,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16466,Belgium,Scotland,3,0,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16465,Russia,Cyprus,1,0,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16464,Italy,Bosnia & Herzegovina,2,1,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16463,Greece,Armenia,2,3,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16462,Liechtenstein,Finland,0,2,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16461,Croatia,Tunisia,1,2,11 Jun 2019,Friendly International
0,16460,Azerbaijan,Slovakia,1,5,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16459,Kazakhstan,San Marino,4,0,11 Jun 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16458,Czech Republic,Montenegro,3,0,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16457,Bulgaria,Kosovo,2,3,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16456,Ukraine,Luxembourg,1,0,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16455,Serbia,Lithuania,4,1,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16454,Denmark,Georgia,5,1,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16453,Rep. of Ireland,Gibraltar,2,0,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16452,Spain,Sweden,3,0,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16451,Malta,Romania,0,4,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16450,Faroe Islands,Norway,0,2,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16449,Poland,Israel,4,0,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16448,North Macedonia,Austria,1,4,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16447,Latvia,Slovenia,0,5,10 Jun 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16446,Portugal,Netherlands,1,0,09 Jun 2019,2018-19 UEFA Nations League
0,16445,Switzerland,England,0,0,09 Jun 2019,2018-19 UEFA Nations League
0,16444,Belarus,Germany,0,2,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16443,Turkey,France,2,0,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16442,Belgium,Kazakhstan,3,0,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16441,Scotland,Cyprus,2,1,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16440,Greece,Italy,0,3,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16439,Estonia,Northern Ireland,1,2,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16438,Azerbaijan,Hungary,1,3,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16437,Moldova,Andorra,1,0,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16436,Russia,San Marino,9,0,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16435,Finland,Bosnia & Herzegovina,2,0,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16434,Armenia,Liechtenstein,3,0,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16433,Croatia,Wales,2,1,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16432,Iceland,Albania,1,0,08 Jun 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16431,Czech Republic,Bulgaria,2,1,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16430,Montenegro,Kosovo,1,1,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16429,Ukraine,Serbia,5,0,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16428,Lithuania,Luxembourg,1,1,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16427,Denmark,Rep. of Ireland,1,1,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16426,Faroe Islands,Spain,1,4,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16425,Sweden,Malta,3,0,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16424,Norway,Romania,2,2,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16423,North Macedonia,Poland,0,1,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16422,Austria,Slovenia,1,0,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16421,Latvia,Israel,0,3,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16420,Slovakia,Jordan,5,1,07 Jun 2019,Friendly International
0,16419,Georgia,Gibraltar,3,0,07 Jun 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16418,Netherlands,England,3,1,06 Jun 2019,2018-19 UEFA Nations League
0,16417,Portugal,Switzerland,3,1,05 Jun 2019,2018-19 UEFA Nations League
0,16416,France,Bolivia,2,0,02 Jun 2019,Friendly International
0,16415,Turkey,Uzbekistan,2,0,02 Jun 2019,Friendly International
0,16414,Luxembourg,Madagascar,3,3,02 Jun 2019,Friendly International
0,16413,Turkey,Greece,2,1,30 May 2019,Friendly International
0,16412,Switzerland,Denmark,3,3,26 Mar 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16411,Rep. of Ireland,Georgia,1,0,26 Mar 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16410,Malta,Spain,0,2,26 Mar 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16409,Norway,Sweden,3,3,26 Mar 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16408,Romania,Faroe Islands,4,1,26 Mar 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16407,Italy,Liechtenstein,6,0,26 Mar 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16406,Bosnia & Herzegovina,Greece,2,2,26 Mar 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16405,Gibraltar,Estonia,0,1,26 Mar 2019,Friendly International
0,16404,Czech Republic,Brazil,1,3,26 Mar 2019,Friendly International
0,16403,Armenia,Finland,0,2,26 Mar 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16402,Montenegro,England,1,5,25 Mar 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16401,Kosovo,Bulgaria,1,1,25 Mar 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16400,Portugal,Serbia,1,1,25 Mar 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16399,Luxembourg,Ukraine,1,2,25 Mar 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16398,France,Iceland,4,0,25 Mar 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16397,Andorra,Albania,0,3,25 Mar 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16396,Turkey,Moldova,4,0,25 Mar 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16395,Azerbaijan,Lithuania,0,0,25 Mar 2019,Friendly International
0,16394,Netherlands,Germany,2,3,24 Mar 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16393,Northern Ireland,Belarus,2,1,24 Mar 2019,"UEFA Euro 2020 Qualifying, Group C"
0,16392,Poland,Latvia,2,0,24 Mar 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16391,Slovenia,North Macedonia,1,1,24 Mar 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16390,Cyprus,Belgium,0,2,24 Mar 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16389,Hungary,Croatia,2,1,24 Mar 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16388,San Marino,Scotland,0,2,24 Mar 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16387,Israel,Austria,4,2,24 Mar 2019,"UEFA Euro 2020 Qualifying, Group G"
0,16386,Wales,Slovakia,1,0,24 Mar 2019,"UEFA Euro 2020 Qualifying, Group E"
0,16385,Kazakhstan,Russia,0,4,24 Mar 2019,"UEFA Euro 2020 Qualifying, Group I"
0,16384,Spain,Norway,2,1,23 Mar 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16383,Italy,Finland,2,0,23 Mar 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16382,Bosnia & Herzegovina,Armenia,2,1,23 Mar 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16381,Liechtenstein,Greece,0,2,23 Mar 2019,"UEFA Euro 2020 Qualifying, Group J"
0,16380,Gibraltar,Rep. of Ireland,0,1,23 Mar 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16379,Malta,Faroe Islands,2,1,23 Mar 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16378,Sweden,Romania,2,1,23 Mar 2019,"UEFA Euro 2020 Qualifying, Group F"
0,16377,Georgia,Switzerland,0,2,23 Mar 2019,"UEFA Euro 2020 Qualifying, Group D"
0,16376,England,Czech Republic,5,0,22 Mar 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16375,Portugal,Ukraine,0,0,22 Mar 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16374,Luxembourg,Lithuania,2,1,22 Mar 2019,"UEFA Euro 2020 Qualifying, Group B"
0,16373,Moldova,France,1,4,22 Mar 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16372,Andorra,Iceland,0,2,22 Mar 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16371,Albania,Turkey,0,2,22 Mar 2019,"UEFA Euro 2020 Qualifying, Group H"
0,16370,Bulgaria,Montenegro,1,1,22 Mar 2019,"UEFA Euro 2020 Qualifying, Group A"
0,16369,Netherlands,Belarus,4,0,21 Mar 2019,"UEFA Euro 2020 Qualifying, Group C"
