"","match_id","team1","team2","team1goals","team2goals","team1rank","team2rank","team1points","team2points","diff_goal_abs","diff_goal_ratio","diff_rank","diff_point_abs","diff_point_ratio"
"648",16622,"France","Albania",2,0,2,35,1757,1362,2,Inf,33,395,1.29001468428781
"649",16621,"Moldova","Iceland",1,2,52,29,948,1415,-1,0.5,-23,-467,0.669964664310954
"650",16621,"Iceland","Moldova",2,1,29,52,1415,948,1,2,23,467,1.49261603375527
"651",16620,"Andorra","Turkey",0,2,50,18,1034,1505,-2,0,-32,-471,0.687043189368771
"652",16620,"Turkey","Andorra",2,0,18,50,1505,1034,2,Inf,32,471,1.45551257253385
"653",16619,"Kosovo","England",0,4,46,3,1151,1686,-4,0,-43,-535,0.682680901542111
"654",16619,"England","Kosovo",4,0,3,46,1686,1151,4,Inf,43,535,1.46481320590791
"655",16618,"Bulgaria","Czech Republic",1,0,36,22,1339,1458,1,Inf,-14,-119,0.91838134430727
"656",16618,"Czech Republic","Bulgaria",0,1,22,36,1458,1339,-1,0,14,119,1.08887229275579
"657",16617,"Luxembourg","Portugal",0,2,41,4,1244,1666,-2,0,-37,-422,0.746698679471789
"658",16617,"Portugal","Luxembourg",2,0,4,41,1666,1244,2,Inf,37,422,1.33922829581994
"659",16616,"Serbia","Ukraine",2,2,17,16,1512,1514,0,1,-1,-2,0.998678996036988
"660",16616,"Ukraine","Serbia",2,2,16,17,1514,1512,0,1,1,2,1.00132275132275
"661",16614,"Germany","Belarus",4,0,8,38,1609,1276,4,Inf,30,333,1.26097178683386
"662",16614,"Belarus","Germany",0,4,38,8,1276,1609,-4,0,-30,-333,0.793039154754506
"663",16613,"Northern Ireland","Netherlands",0,0,27,11,1425,1598,0,NA,-16,-173,0.891739674593242
"664",16613,"Netherlands","Northern Ireland",0,0,11,27,1598,1425,0,NA,16,173,1.12140350877193
"665",16612,"Croatia","Slovakia",3,1,10,19,1605,1475,2,3,9,130,1.08813559322034
"666",16612,"Slovakia","Croatia",1,3,19,10,1475,1605,-2,0.333333333333333,-9,-130,0.919003115264797
"667",16611,"Israel","Poland",1,2,37,14,1283,1549,-1,0.5,-23,-266,0.828276307295029
"668",16611,"Poland","Israel",2,1,14,37,1549,1283,1,2,23,266,1.20732657833203
"669",16610,"Austria","North Macedonia",2,1,15,32,1523,1374,1,2,17,149,1.10844250363901
"670",16610,"North Macedonia","Austria",1,2,32,15,1374,1523,-1,0.5,-17,-149,0.902166776099803
"671",16609,"Azerbaijan","Wales",0,2,43,12,1168,1570,-2,0,-31,-402,0.743949044585987
"672",16609,"Wales","Azerbaijan",2,0,12,43,1570,1168,2,Inf,31,402,1.34417808219178
"673",16608,"Slovenia","Latvia",1,0,33,49,1369,1081,1,Inf,16,288,1.26641998149861
"674",16608,"Latvia","Slovenia",0,1,49,33,1081,1369,-1,0,-16,-288,0.789627465303141
"675",16607,"Russia","Belgium",1,4,21,1,1462,1783,-3,0.25,-20,-321,0.819966348850252
"676",16607,"Belgium","Russia",4,1,1,21,1783,1462,3,4,20,321,1.21956224350205
"677",16606,"San Marino","Kazakhstan",1,3,55,47,804,1147,-2,0.333333333333333,-8,-343,0.700959023539669
"678",16606,"Kazakhstan","San Marino",3,1,47,55,1147,804,2,3,8,343,1.42661691542289
"679",16605,"Cyprus","Scotland",1,2,42,25,1240,1441,-1,0.5,-17,-201,0.860513532269257
"680",16605,"Scotland","Cyprus",2,1,25,42,1441,1240,1,2,17,201,1.16209677419355
"681",16604,"Switzerland","Georgia",1,0,9,40,1606,1259,1,Inf,31,347,1.27561556791104
"682",16604,"Georgia","Switzerland",0,1,40,9,1259,1606,-1,0,-31,-347,0.783935242839352
"683",16603,"Denmark","Gibraltar",6,0,7,54,1631,880,6,Inf,47,751,1.85340909090909
"684",16603,"Gibraltar","Denmark",0,6,54,7,880,1631,-6,0,-47,-751,0.539546290619252
"685",16602,"Spain","Malta",7,0,5,51,1648,955,7,Inf,46,693,1.72565445026178
"686",16602,"Malta","Spain",0,7,51,5,955,1648,-7,0,-46,-693,0.579490291262136
"687",16601,"Romania","Sweden",0,2,24,13,1449,1569,-2,0,-11,-120,0.923518164435946
"688",16601,"Sweden","Romania",2,0,13,24,1569,1449,2,Inf,11,120,1.08281573498965
"689",16598,"Finland","Liechtenstein",3,0,30,53,1410,911,3,Inf,23,499,1.54774972557629
"690",16598,"Liechtenstein","Finland",0,3,53,30,911,1410,-3,0,-23,-499,0.646099290780142
"691",16597,"Armenia","Greece",0,1,39,28,1273,1418,-1,0,-11,-145,0.897743300423131
"692",16597,"Greece","Armenia",1,0,28,39,1418,1273,1,Inf,11,145,1.11390416339356
"693",16596,"Norway","Faroe Islands",4,0,23,44,1452,1165,4,Inf,21,287,1.24635193133047
"694",16596,"Faroe Islands","Norway",0,4,44,23,1165,1452,-4,0,-21,-287,0.802341597796143
"695",16595,"England","Montenegro",7,0,3,34,1686,1368,7,Inf,31,318,1.23245614035088
"696",16595,"Montenegro","England",0,7,34,3,1368,1686,-7,0,-31,-318,0.811387900355872
"697",16594,"Czech Republic","Kosovo",2,1,22,46,1458,1151,1,2,24,307,1.26672458731538
"698",16594,"Kosovo","Czech Republic",1,2,46,22,1151,1458,-1,0.5,-24,-307,0.789437585733882
"699",16593,"Portugal","Lithuania",6,0,4,48,1666,1102,6,Inf,44,564,1.51179673321234
"700",16593,"Lithuania","Portugal",0,6,48,4,1102,1666,-6,0,-44,-564,0.661464585834334
"701",16592,"Serbia","Luxembourg",3,2,17,41,1512,1244,1,1.5,24,268,1.21543408360129
"702",16592,"Luxembourg","Serbia",2,3,41,17,1244,1512,-1,0.666666666666667,-24,-268,0.822751322751323
"703",16591,"France","Moldova",2,1,2,52,1757,948,1,2,50,809,1.85337552742616
"704",16591,"Moldova","France",1,2,52,2,948,1757,-1,0.5,-50,-809,0.539556061468412
"705",16590,"Albania","Andorra",2,2,35,50,1362,1034,0,1,15,328,1.31721470019342
"706",16590,"Andorra","Albania",2,2,50,35,1034,1362,0,1,-15,-328,0.759177679882526
"707",16588,"Ukraine","Estonia",1,0,16,45,1514,1161,1,Inf,29,353,1.30404823428079
"708",16588,"Estonia","Ukraine",0,1,45,16,1161,1514,-1,0,-29,-353,0.766842800528402
"709",16586,"Turkey","Iceland",0,0,18,29,1505,1415,0,NA,11,90,1.06360424028269
"710",16586,"Iceland","Turkey",0,0,29,18,1415,1505,0,NA,-11,-90,0.940199335548173
"711",16584,"Gibraltar","Georgia",2,3,54,40,880,1259,-1,0.666666666666667,-14,-379,0.698967434471803
"712",16584,"Georgia","Gibraltar",3,2,40,54,1259,880,1,1.5,14,379,1.43068181818182
"713",16583,"Sweden","Spain",1,1,13,5,1569,1648,0,1,-8,-79,0.952063106796116
"714",16583,"Spain","Sweden",1,1,5,13,1648,1569,0,1,8,79,1.05035054174634
"715",16582,"Romania","Norway",1,1,24,23,1449,1452,0,1,-1,-3,0.997933884297521
"716",16582,"Norway","Romania",1,1,23,24,1452,1449,0,1,1,3,1.00207039337474
"717",16581,"Faroe Islands","Malta",1,0,44,51,1165,955,1,Inf,7,210,1.21989528795812
"718",16581,"Malta","Faroe Islands",0,1,51,44,955,1165,-1,0,-7,-210,0.819742489270386
"719",16580,"Israel","Latvia",3,1,37,49,1283,1081,2,3,12,202,1.18686401480111
"720",16580,"Latvia","Israel",1,3,49,37,1081,1283,-2,0.333333333333333,-12,-202,0.842556508183944
"721",16579,"Liechtenstein","Italy",0,5,53,6,911,1642,-5,0,-47,-731,0.554811205846529
"722",16579,"Italy","Liechtenstein",5,0,6,53,1642,911,5,Inf,47,731,1.80241492864984
"723",16577,"Denmark","Luxembourg",4,0,7,41,1631,1244,4,Inf,34,387,1.31109324758842
"724",16577,"Luxembourg","Denmark",0,4,41,7,1244,1631,-4,0,-34,-387,0.762722256284488
"725",16576,"Finland","Armenia",3,0,30,39,1410,1273,3,Inf,9,137,1.10761979575805
"726",16576,"Armenia","Finland",0,3,39,30,1273,1410,-3,0,-9,-137,0.902836879432624
"727",16575,"Bulgaria","England",0,6,36,3,1339,1686,-6,0,-33,-347,0.794187425860024
"728",16575,"England","Bulgaria",6,0,3,36,1686,1339,6,Inf,33,347,1.25914861837192
"729",16574,"Kosovo","Montenegro",2,0,46,34,1151,1368,2,Inf,-12,-217,0.841374269005848
"730",16574,"Montenegro","Kosovo",0,2,34,46,1368,1151,-2,0,12,217,1.18853171155517
"731",16573,"Ukraine","Portugal",2,1,16,4,1514,1666,1,2,-12,-152,0.908763505402161
"732",16573,"Portugal","Ukraine",1,2,4,16,1666,1514,-1,0.5,12,152,1.1003963011889
"733",16572,"Lithuania","Serbia",1,2,48,17,1102,1512,-1,0.5,-31,-410,0.728835978835979
"734",16572,"Serbia","Lithuania",2,1,17,48,1512,1102,1,2,31,410,1.37205081669691
"735",16571,"France","Turkey",1,1,2,18,1757,1505,0,1,16,252,1.16744186046512
"736",16571,"Turkey","France",1,1,18,2,1505,1757,0,1,-16,-252,0.856573705179283
"737",16570,"Iceland","Andorra",2,0,29,50,1415,1034,2,Inf,21,381,1.36847195357834
"738",16570,"Andorra","Iceland",0,2,50,29,1034,1415,-2,0,-21,-381,0.730742049469965
"739",16569,"Moldova","Albania",0,4,52,35,948,1362,-4,0,-17,-414,0.696035242290749
"740",16569,"Albania","Moldova",4,0,35,52,1362,948,4,Inf,17,414,1.43670886075949
"741",16568,"Czech Republic","Northern Ireland",2,3,22,27,1458,1425,-1,0.666666666666667,5,33,1.02315789473684
"742",16568,"Northern Ireland","Czech Republic",3,2,27,22,1425,1458,1,1.5,-5,-33,0.977366255144033
"743",16567,"Poland","North Macedonia",2,0,14,32,1549,1374,2,Inf,18,175,1.127365356623
"744",16567,"North Macedonia","Poland",0,2,32,14,1374,1549,-2,0,-18,-175,0.887023886378309
"745",16566,"Estonia","Germany",0,3,45,8,1161,1609,-3,0,-37,-448,0.721566190180236
"746",16566,"Germany","Estonia",3,0,8,45,1609,1161,3,Inf,37,448,1.38587424633936
"747",16565,"Wales","Croatia",1,1,12,10,1570,1605,0,1,-2,-35,0.978193146417445
"748",16565,"Croatia","Wales",1,1,10,12,1605,1570,0,1,2,35,1.02229299363057
"749",16564,"Slovenia","Austria",0,1,33,15,1369,1523,-1,0,-18,-154,0.898883782009192
"750",16564,"Austria","Slovenia",1,0,15,33,1523,1369,1,Inf,18,154,1.11249086924763
"751",16562,"Belarus","Netherlands",1,2,38,11,1276,1598,-1,0.5,-27,-322,0.798498122653317
"752",16562,"Netherlands","Belarus",2,1,11,38,1598,1276,1,2,27,322,1.25235109717868
"753",16561,"Hungary","Azerbaijan",1,0,20,43,1468,1168,1,Inf,23,300,1.25684931506849
"754",16561,"Azerbaijan","Hungary",0,1,43,20,1168,1468,-1,0,-23,-300,0.795640326975477
"755",16560,"Scotland","San Marino",6,0,25,55,1441,804,6,Inf,30,637,1.79228855721393
"756",16560,"San Marino","Scotland",0,6,55,25,804,1441,-6,0,-30,-637,0.55794587092297
"757",16559,"Cyprus","Russia",0,5,42,21,1240,1462,-5,0,-21,-222,0.848153214774282
"758",16559,"Russia","Cyprus",5,0,21,42,1462,1240,5,Inf,21,222,1.17903225806452
"759",16558,"Kazakhstan","Belgium",0,2,47,1,1147,1783,-2,0,-46,-636,0.643297812675266
"760",16558,"Belgium","Kazakhstan",2,0,1,47,1783,1147,2,Inf,46,636,1.55448997384481
"761",16557,"Malta","Sweden",0,4,51,13,955,1569,-4,0,-38,-614,0.608667941363926
"762",16557,"Sweden","Malta",4,0,13,51,1569,955,4,Inf,38,614,1.64293193717277
"763",16556,"Liechtenstein","Armenia",1,1,53,39,911,1273,0,1,-14,-362,0.715632364493323
"764",16556,"Armenia","Liechtenstein",1,1,39,53,1273,911,0,1,14,362,1.397365532382
"765",16555,"Norway","Spain",1,1,23,5,1452,1648,0,1,-18,-196,0.881067961165049
"766",16555,"Spain","Norway",1,1,5,23,1648,1452,0,1,18,196,1.13498622589532
"767",16554,"Italy","Greece",2,0,6,28,1642,1418,2,Inf,22,224,1.15796897038082
"768",16554,"Greece","Italy",0,2,28,6,1418,1642,-2,0,-22,-224,0.863580998781973
"769",16553,"Denmark","Switzerland",1,0,7,9,1631,1606,1,Inf,2,25,1.01556662515567
"770",16553,"Switzerland","Denmark",0,1,9,7,1606,1631,-1,0,-2,-25,0.984671980380135
"771",16551,"Faroe Islands","Romania",0,3,44,24,1165,1449,-3,0,-20,-284,0.8040027605245
"772",16551,"Romania","Faroe Islands",3,0,24,44,1449,1165,3,Inf,20,284,1.24377682403433
"773",16549,"Czech Republic","England",2,1,22,3,1458,1686,1,2,-19,-228,0.864768683274021
"774",16549,"England","Czech Republic",1,2,3,22,1686,1458,-1,0.5,19,228,1.15637860082305
"775",16548,"Montenegro","Bulgaria",0,0,34,36,1368,1339,0,NA,2,29,1.02165795369679
"776",16548,"Bulgaria","Montenegro",0,0,36,34,1339,1368,0,NA,-2,-29,0.978801169590643
"777",16547,"Portugal","Luxembourg",3,0,4,41,1666,1244,3,Inf,37,422,1.33922829581994
"778",16547,"Luxembourg","Portugal",0,3,41,4,1244,1666,-3,0,-37,-422,0.746698679471789
"779",16546,"Ukraine","Lithuania",2,0,16,48,1514,1102,2,Inf,32,412,1.37386569872958
"780",16546,"Lithuania","Ukraine",0,2,48,16,1102,1514,-2,0,-32,-412,0.727873183619551
"781",16545,"Iceland","France",0,1,29,2,1415,1757,-1,0,-27,-342,0.805350028457598
"782",16545,"France","Iceland",1,0,2,29,1757,1415,1,Inf,27,342,1.24169611307421
"783",16544,"Turkey","Albania",1,0,18,35,1505,1362,1,Inf,17,143,1.10499265785609
"784",16544,"Albania","Turkey",0,1,35,18,1362,1505,-1,0,-17,-143,0.904983388704319
"785",16543,"Andorra","Moldova",1,0,50,52,1034,948,1,Inf,2,86,1.09071729957806
"786",16543,"Moldova","Andorra",0,1,52,50,948,1034,-1,0,-2,-86,0.916827852998066
"787",16542,"Netherlands","Northern Ireland",3,1,11,27,1598,1425,2,3,16,173,1.12140350877193
"788",16542,"Northern Ireland","Netherlands",1,3,27,11,1425,1598,-2,0.333333333333333,-16,-173,0.891739674593242
"789",16541,"Croatia","Hungary",3,0,10,20,1605,1468,3,Inf,10,137,1.0933242506812
"790",16541,"Hungary","Croatia",0,3,20,10,1468,1605,-3,0,-10,-137,0.914641744548287
"791",16540,"Slovakia","Wales",1,1,19,12,1475,1570,0,1,-7,-95,0.939490445859873
"792",16540,"Wales","Slovakia",1,1,12,19,1570,1475,0,1,7,95,1.06440677966102
"793",16539,"Latvia","Poland",0,3,49,14,1081,1549,-3,0,-35,-468,0.697869593285991
"794",16539,"Poland","Latvia",3,0,14,49,1549,1081,3,Inf,35,468,1.43293246993525
"795",16538,"Austria","Israel",3,1,15,37,1523,1283,2,3,22,240,1.18706157443492
"796",16538,"Israel","Austria",1,3,37,15,1283,1523,-2,0.333333333333333,-22,-240,0.842416283650689
"797",16537,"North Macedonia","Slovenia",2,1,32,33,1374,1369,1,2,1,5,1.0036523009496
"798",16537,"Slovenia","North Macedonia",1,2,33,32,1369,1374,-1,0.5,-1,-5,0.996360989810771
"799",16536,"Belgium","San Marino",9,0,1,55,1783,804,9,Inf,54,979,2.21766169154229
"800",16536,"San Marino","Belgium",0,9,55,1,804,1783,-9,0,-54,-979,0.450925406618059
"801",16535,"Russia","Scotland",4,0,21,25,1462,1441,4,Inf,4,21,1.0145732130465
"802",16535,"Scotland","Russia",0,4,25,21,1441,1462,-4,0,-4,-21,0.985636114911081
"803",16533,"Belarus","Estonia",0,0,38,45,1276,1161,0,NA,7,115,1.09905254091301
"804",16533,"Estonia","Belarus",0,0,45,38,1161,1276,0,NA,-7,-115,0.90987460815047
"805",16532,"Kosovo","Gibraltar",1,0,46,54,1151,880,1,Inf,8,271,1.30795454545455
"806",16532,"Gibraltar","Kosovo",0,1,54,46,880,1151,-1,0,-8,-271,0.764552562988705
"807",16531,"Kazakhstan","Cyprus",1,2,47,42,1147,1240,-1,0.5,-5,-93,0.925
"808",16531,"Cyprus","Kazakhstan",2,1,42,47,1240,1147,1,2,5,93,1.08108108108108
"809",16528,"England","Kosovo",5,3,3,46,1686,1151,2,1.66666666666667,43,535,1.46481320590791
"810",16528,"Kosovo","England",3,5,46,3,1151,1686,-2,0.6,-43,-535,0.682680901542111
"811",16527,"Montenegro","Czech Republic",0,3,34,22,1368,1458,-3,0,-12,-90,0.938271604938272
"812",16527,"Czech Republic","Montenegro",3,0,22,34,1458,1368,3,Inf,12,90,1.06578947368421
"813",16526,"Lithuania","Portugal",1,5,48,4,1102,1666,-4,0.2,-44,-564,0.661464585834334
"814",16526,"Portugal","Lithuania",5,1,4,48,1666,1102,4,5,44,564,1.51179673321234
"815",16525,"Luxembourg","Serbia",1,3,41,17,1244,1512,-2,0.333333333333333,-24,-268,0.822751322751323
"816",16525,"Serbia","Luxembourg",3,1,17,41,1512,1244,2,3,24,268,1.21543408360129
"817",16524,"France","Andorra",3,0,2,50,1757,1034,3,Inf,48,723,1.69922630560928
"818",16524,"Andorra","France",0,3,50,2,1034,1757,-3,0,-48,-723,0.5885031303358
"819",16523,"Albania","Iceland",4,2,35,29,1362,1415,2,2,-6,-53,0.962544169611307
"820",16523,"Iceland","Albania",2,4,29,35,1415,1362,-2,0.5,6,53,1.03891336270191
"821",16522,"Moldova","Turkey",0,4,52,18,948,1505,-4,0,-34,-557,0.629900332225914
"822",16522,"Turkey","Moldova",4,0,18,52,1505,948,4,Inf,34,557,1.58755274261603
"823",16519,"Northern Ireland","Germany",0,2,27,8,1425,1609,-2,0,-19,-184,0.885643256681168
"824",16519,"Germany","Northern Ireland",2,0,8,27,1609,1425,2,Inf,19,184,1.12912280701754
"825",16518,"Estonia","Netherlands",0,4,45,11,1161,1598,-4,0,-34,-437,0.726533166458073
"826",16518,"Netherlands","Estonia",4,0,11,45,1598,1161,4,Inf,34,437,1.37639965546942
"827",16517,"Hungary","Slovakia",1,2,20,19,1468,1475,-1,0.5,-1,-7,0.995254237288136
"828",16517,"Slovakia","Hungary",2,1,19,20,1475,1468,1,2,1,7,1.00476839237057
"829",16516,"Poland","Austria",0,0,14,15,1549,1523,0,NA,1,26,1.01707156927118
"830",16516,"Austria","Poland",0,0,15,14,1523,1549,0,NA,-1,-26,0.983214977404777
"831",16515,"Slovenia","Israel",3,2,33,37,1369,1283,1,1.5,4,86,1.06703039750585
"832",16515,"Israel","Slovenia",2,3,37,33,1283,1369,-1,0.666666666666667,-4,-86,0.93718042366691
"833",16514,"Latvia","North Macedonia",0,2,49,32,1081,1374,-2,0,-17,-293,0.786754002911208
"834",16514,"North Macedonia","Latvia",2,0,32,49,1374,1081,2,Inf,17,293,1.27104532839963
"835",16513,"Scotland","Belgium",0,4,25,1,1441,1783,-4,0,-24,-342,0.808188446438587
"836",16513,"Belgium","Scotland",4,0,1,25,1783,1441,4,Inf,24,342,1.23733518390007
"837",16512,"Russia","Kazakhstan",1,0,21,47,1462,1147,1,Inf,26,315,1.27462946817786
"838",16512,"Kazakhstan","Russia",0,1,47,21,1147,1462,-1,0,-26,-315,0.784541723666211
"839",16511,"San Marino","Cyprus",0,4,55,42,804,1240,-4,0,-13,-436,0.648387096774194
"840",16511,"Cyprus","San Marino",4,0,42,55,1240,804,4,Inf,13,436,1.54228855721393
"841",16510,"Wales","Belarus",1,0,12,38,1570,1276,1,Inf,26,294,1.23040752351097
"842",16510,"Belarus","Wales",0,1,38,12,1276,1570,-1,0,-26,-294,0.812738853503185
"843",16509,"Azerbaijan","Croatia",1,1,43,10,1168,1605,0,1,-33,-437,0.727725856697819
"844",16509,"Croatia","Azerbaijan",1,1,10,43,1605,1168,0,1,33,437,1.37414383561644
"845",16508,"Spain","Faroe Islands",4,0,5,44,1648,1165,4,Inf,39,483,1.41459227467811
"846",16508,"Faroe Islands","Spain",0,4,44,5,1165,1648,-4,0,-39,-483,0.706917475728155
"847",16507,"Sweden","Norway",1,1,13,23,1569,1452,0,1,10,117,1.08057851239669
"848",16507,"Norway","Sweden",1,1,23,13,1452,1569,0,1,-10,-117,0.925430210325048
"849",16506,"Finland","Italy",1,2,30,6,1410,1642,-1,0.5,-24,-232,0.858708891595615
"850",16506,"Italy","Finland",2,1,6,30,1642,1410,1,2,24,232,1.1645390070922
"851",16505,"Greece","Liechtenstein",1,1,28,53,1418,911,0,1,25,507,1.55653128430296
"852",16505,"Liechtenstein","Greece",1,1,53,28,911,1418,0,1,-25,-507,0.642454160789845
"853",16504,"Switzerland","Gibraltar",4,0,9,54,1606,880,4,Inf,45,726,1.825
"854",16504,"Gibraltar","Switzerland",0,4,54,9,880,1606,-4,0,-45,-726,0.547945205479452
"855",16503,"Georgia","Denmark",0,0,40,7,1259,1631,0,NA,-33,-372,0.771919068056407
"856",16503,"Denmark","Georgia",0,0,7,40,1631,1259,0,NA,33,372,1.29547259729944
"857",16502,"Romania","Malta",1,0,24,51,1449,955,1,Inf,27,494,1.51727748691099
"858",16502,"Malta","Romania",0,1,51,24,955,1449,-1,0,-27,-494,0.659075224292616
"859",16500,"Serbia","Portugal",2,4,17,4,1512,1666,-2,0.5,-13,-154,0.907563025210084
"860",16500,"Portugal","Serbia",4,2,4,17,1666,1512,2,2,13,154,1.10185185185185
"861",16499,"France","Albania",4,1,2,35,1757,1362,3,4,33,395,1.29001468428781
"862",16499,"Albania","France",1,4,35,2,1362,1757,-3,0.25,-33,-395,0.775184974388162
"863",16498,"Turkey","Andorra",1,0,18,50,1505,1034,1,Inf,32,471,1.45551257253385
"864",16498,"Andorra","Turkey",0,1,50,18,1034,1505,-1,0,-32,-471,0.687043189368771
"865",16497,"England","Bulgaria",4,0,3,36,1686,1339,4,Inf,33,347,1.25914861837192
"866",16497,"Bulgaria","England",0,4,36,3,1339,1686,-4,0,-33,-347,0.794187425860024
"867",16496,"Lithuania","Ukraine",0,3,48,16,1102,1514,-3,0,-32,-412,0.727873183619551
"868",16496,"Ukraine","Lithuania",3,0,16,48,1514,1102,3,Inf,32,412,1.37386569872958
"869",16495,"Iceland","Moldova",3,0,29,52,1415,948,3,Inf,23,467,1.49261603375527
"870",16495,"Moldova","Iceland",0,3,52,29,948,1415,-3,0,-23,-467,0.669964664310954
"871",16494,"Kosovo","Czech Republic",2,1,46,22,1151,1458,1,2,-24,-307,0.789437585733882
"872",16494,"Czech Republic","Kosovo",1,2,22,46,1458,1151,-1,0.5,24,307,1.26672458731538
"873",16493,"Germany","Netherlands",2,4,8,11,1609,1598,-2,0.5,3,11,1.00688360450563
"874",16493,"Netherlands","Germany",4,2,11,8,1598,1609,2,2,-3,-11,0.993163455562461
"875",16492,"Slovakia","Croatia",0,4,19,10,1475,1605,-4,0,-9,-130,0.919003115264797
"876",16492,"Croatia","Slovakia",4,0,10,19,1605,1475,4,Inf,9,130,1.08813559322034
"877",16491,"Wales","Azerbaijan",2,1,12,43,1570,1168,1,2,31,402,1.34417808219178
"878",16491,"Azerbaijan","Wales",1,2,43,12,1168,1570,-1,0.5,-31,-402,0.743949044585987
"879",16490,"Slovenia","Poland",2,0,33,14,1369,1549,2,Inf,-19,-180,0.883795997417689
"880",16490,"Poland","Slovenia",0,2,14,33,1549,1369,-2,0,19,180,1.13148283418554
"881",16489,"Austria","Latvia",6,0,15,49,1523,1081,6,Inf,34,442,1.40888066604995
"882",16489,"Latvia","Austria",0,6,49,15,1081,1523,-6,0,-34,-442,0.70978332239002
"883",16488,"San Marino","Belgium",0,4,55,1,804,1783,-4,0,-54,-979,0.450925406618059
"884",16488,"Belgium","San Marino",4,0,1,55,1783,804,4,Inf,54,979,2.21766169154229
"885",16487,"Scotland","Russia",1,2,25,21,1441,1462,-1,0.5,-4,-21,0.985636114911081
"886",16487,"Russia","Scotland",2,1,21,25,1462,1441,1,2,4,21,1.0145732130465
"887",16486,"Estonia","Belarus",1,2,45,38,1161,1276,-1,0.5,-7,-115,0.90987460815047
"888",16486,"Belarus","Estonia",2,1,38,45,1276,1161,1,2,7,115,1.09905254091301
"889",16485,"Cyprus","Kazakhstan",1,1,42,47,1240,1147,0,1,5,93,1.08108108108108
"890",16485,"Kazakhstan","Cyprus",1,1,47,42,1147,1240,0,1,-5,-93,0.925
"891",16483,"Gibraltar","Denmark",0,6,54,7,880,1631,-6,0,-47,-751,0.539546290619252
"892",16483,"Denmark","Gibraltar",6,0,7,54,1631,880,6,Inf,47,751,1.85340909090909
"893",16482,"Romania","Spain",1,2,24,5,1449,1648,-1,0.5,-19,-199,0.879247572815534
"894",16482,"Spain","Romania",2,1,5,24,1648,1449,1,2,19,199,1.13733609385783
"895",16481,"Norway","Malta",2,0,23,51,1452,955,2,Inf,28,497,1.52041884816754
"896",16481,"Malta","Norway",0,2,51,23,955,1452,-2,0,-28,-497,0.65771349862259
"897",16480,"Faroe Islands","Sweden",0,4,44,13,1165,1569,-4,0,-31,-404,0.74251115360102
"898",16480,"Sweden","Faroe Islands",4,0,13,44,1569,1165,4,Inf,31,404,1.34678111587983
"899",16479,"Israel","North Macedonia",1,1,37,32,1283,1374,0,1,-5,-91,0.933770014556041
"900",16479,"North Macedonia","Israel",1,1,32,37,1374,1283,0,1,5,91,1.07092751363991
"901",16477,"Finland","Greece",1,0,30,28,1410,1418,1,Inf,-2,-8,0.994358251057828
"902",16477,"Greece","Finland",0,1,28,30,1418,1410,-1,0,2,8,1.00567375886525
"903",16476,"Northern Ireland","Luxembourg",1,0,27,41,1425,1244,1,Inf,14,181,1.14549839228296
"904",16476,"Luxembourg","Northern Ireland",0,1,41,27,1244,1425,-1,0,-14,-181,0.872982456140351
"905",16475,"Montenegro","Hungary",2,1,34,20,1368,1468,1,2,-14,-100,0.931880108991826
"906",16475,"Hungary","Montenegro",1,2,20,34,1468,1368,-1,0.5,14,100,1.07309941520468
"907",16474,"Armenia","Italy",1,3,39,6,1273,1642,-2,0.333333333333333,-33,-369,0.775274056029233
"908",16474,"Italy","Armenia",3,1,6,39,1642,1273,2,3,33,369,1.28986645718775
"909",16472,"Germany","Estonia",8,0,8,45,1609,1161,8,Inf,37,448,1.38587424633936
"910",16472,"Estonia","Germany",0,8,45,8,1161,1609,-8,0,-37,-448,0.721566190180236
"911",16471,"Belarus","Northern Ireland",0,1,38,27,1276,1425,-1,0,-11,-149,0.895438596491228
"912",16471,"Northern Ireland","Belarus",1,0,27,38,1425,1276,1,Inf,11,149,1.11677115987461
"913",16470,"Hungary","Wales",1,0,20,12,1468,1570,1,Inf,-8,-102,0.935031847133758
"914",16470,"Wales","Hungary",0,1,12,20,1570,1468,-1,0,8,102,1.06948228882834
"915",16469,"Andorra","France",0,4,50,2,1034,1757,-4,0,-48,-723,0.5885031303358
"916",16469,"France","Andorra",4,0,2,50,1757,1034,4,Inf,48,723,1.69922630560928
"917",16468,"Iceland","Turkey",2,1,29,18,1415,1505,1,2,-11,-90,0.940199335548173
"918",16468,"Turkey","Iceland",1,2,18,29,1505,1415,-1,0.5,11,90,1.06360424028269
"919",16467,"Albania","Moldova",2,0,35,52,1362,948,2,Inf,17,414,1.43670886075949
"920",16467,"Moldova","Albania",0,2,52,35,948,1362,-2,0,-17,-414,0.696035242290749
"921",16466,"Belgium","Scotland",3,0,1,25,1783,1441,3,Inf,24,342,1.23733518390007
"922",16466,"Scotland","Belgium",0,3,25,1,1441,1783,-3,0,-24,-342,0.808188446438587
"923",16465,"Russia","Cyprus",1,0,21,42,1462,1240,1,Inf,21,222,1.17903225806452
"924",16465,"Cyprus","Russia",0,1,42,21,1240,1462,-1,0,-21,-222,0.848153214774282
"925",16463,"Greece","Armenia",2,3,28,39,1418,1273,-1,0.666666666666667,11,145,1.11390416339356
"926",16463,"Armenia","Greece",3,2,39,28,1273,1418,1,1.5,-11,-145,0.897743300423131
